LABELS,NEWS
1,جادو بهری آنکھوں والی سنو !! تم ایسے مجھے دیکھا نہ کرو ۔۔۔۔ 
1,عالم پناہ نے جان نہیں لی شکر نہیں کرتے 
1,یونس خان کی ریکارڈ ساز سنچری کے بعد آسٹریلیا کو دبئی ٹیسٹ جیتنے کے لیے 438 رنز کا ہدف درکار 
1,ھاھاھاھا اب میں سمجھا۔۔۔۔۔وش یو گڈ لک یور فریڈم 
1,کتنے خوش نصیب ہیں وہ لوگ جنہیں اللہ رب کائنات نے ماہ محرم میں نواسہ رسول امام حسین علیہ السلام کا ذکر کرنے ذکر سننے کے لئے چن لیا 
1,اے اللہ اس ملک کے محسن عمران خان کو کامیابی عطا فرما اسے کبهی اپنے مخلوق کے سامنے نہ جهکاہمیں اسکا ساتھ دینے کی توفیق عطافرما 
1,لاہور: وزیر اعلی نوٹس لے کر داد رسی کریں ۔ مظاہرین 
1,سب سے بڑی بات یه ھے که کے پی کے میں صرف پی ٹی آئ جیتے گی۔ یه مجھ سے لکھوا لیں ۔ لوگ کیا کهتے ھیں حجروں اور گھروں میں وه ھم سنتے ھیں 
1,24 گھنٹے بجلی آنے والی ہے 
1,"کراچی: ہم نے پہلے پاکستان بنایا اور پھر پاکستان ہجرت کی ،خواجہ اظہار الحسن "
1,"مجاہد اعظم مولانا غلام اعظم نے اپنی جوانی سے بڑھا پے تک صبر ،عزمیت اور مسلسل جدوجہد کی تاریخ رقم کر دی ۔۔۔۔۔۔۔۔اس۔۔۔ "
1,ہلکی غذا لو سوپ پیو 
1,بادام۔ بیش بہا فوائد کا حامل جسمانی اور دماغی قوت اور قوت حافظہ میں اضافہ کرتا ہے دماغ اور آنکھوں کے لئے بہترین۔۔۔ 
1,آگیا ماہ محرم بچھ گیا فرشِ عزا عرش سے انسو بہانے آگئی ہے فاطمہ ع زیادہ سے زیادہ شیئر کریں اور کمینٹ کریں — 
1,حجر اسود:وہ سیاہ پتھر جو بیت الله کے جنوب مشرق میں دروازے کی بائیں طرف والے کونے میں باہر کی طرف نصب ہے ۔ یہ پتھر جنت سے زمین پر آیا تھا۔ 
1,میرے جذبات سے واقف ہے میرا قلمدھرنہ لکھوں ڈرامہ لکھا جاتا ہے 
1,اپنے عزیزوں کو نشے کی لعنت سے بچائیں 
1,ڈالر کا کمال هے جناب 
1,"کے اہتمام علماء کا انوکا اجتماع جس میں سنی، شیعہ،بریلوی، دیوبند اور اہلحدیث تمام مکاتب فکرکے علماء 1 چھت کے نیچے جمع،1 جگہ باجماعت نمازکی ادائیگی "
1,مہدی روحانی آیی ایس او المصطفی یونٹ گمبہ سکردو کا34 واں صدر منتخب 
1,آیا نہ ہوگا اسطرح حسن و شباب ریت پر گلشن بتول کے تهے سارے گلاب ریت پر عشق میں کیا لٹائیے عشق میں کیا بچائیے آل نبی نے لکھا سارا نصاب ریت پر 
1,بس پڑوس ملک سے بھی جاننے والے کافی ہیں ۔ 
1,گلی گلی نگر نگر عمر عمر سیدنا عمر فاروق رضی اللہ تعالی عنہگلی گلی نگر نگر عمر عمر سیدنا عمر فاروق رضی اللہ تعالی عنہ 
1,"ﺩﺑﺌﯽ ﭨﯿﺴﭧ، ﭘﺎﮐﺴﺘﺎﻥ ﻧﮯ ﺁﺳﭩﺮﯾﻠﯿﺎ ﮐﻮ 436 ﺭﻧﺰ ﮐﺎ ﮨﺪﻑ ﺩﮮ ﺩﯾﺎ اسٹریلیا 39 رنز بنا نقصان کے "
1,لاہور: میرے ہسپتال میں غریبوں کا مفت علاج ہوگا۔ میرا 
1,یزید کی وکا لت نہ کیا کر حسینؑ نجات کا سفینہ ہے نظر آتاہے جس میں چہرہ کربلا تو بس اک آئینہ ہے 
1,امریکہ میں انگریز سنگر نے پاکستان کے حق اردو زبان میں گانا گا کر پاکستانیوں کے دل جیت لیے 
1,ساڈے پینڈوواں دیاں مانواں شہر وچ آ کے وی اپنے پُرانے طریقے نئیں چھڈدیاں چھج نال گندم صاف کر کے پسوانی 
1,ہمارا یہ مطالبہ ائینی ہیں ۔۔ خالد مقبول صدیقی 
1,پهر بهائی مجهے DM میں بتا دیں میں جاننا چاہتا ہوں کون ہے وہ-- 
1,دعا ایسا خوبصورت عمل ہے جس میں مانگنے والا اپنی پریشانیاں اور مشکلات 1/3 
1,ہاہاہاہانا کیا کرو نا یار اگلی دفعہ پھر کوشش کر لینا : 
1,رسول اللہ نے فرمایا:تم سے پہلی امتوں میں کچھ ایسے لوگ تھے جن سے فرشتے باتيں كرتے تهے اگر میری امت میں کوئی ہوتاتووہ عمرہوتے 
1,ملول تھا دل آئینہ ہر اک خراش کے بعدجو پاش پاش ہوا اک خراش بھی نہ رہی 
1,سپریم کورٹ نے حلقہ پی پی تین سو بتیس بورے والا سے رکن پنجاب اسمبلی یوسف کیسال کی رکنیت بحال کر دی۔ 
1,لاہور:ملاقات میں وفاقی اورصوبائی کابینہ میں ممکنہ ردوبدل پرتبادلہ خیال 
1,نہیں کوئ امکان ملنے کا تم سے :: مگر بات کرنے کو جی چاہتا ھے : 
1,بات میں وزن هے 
1,لالے کی جان جب کشکول ہاتھ میں ہو تو اسے خلیفہ نہیں کہیں گے ہی کہیں گے نا 
1,ملک سے لسانیت اور عصبیت کے خاتمے کے لیے ضروری ہے کہ نئے صوبوں کی تقسیم نسل یا لسان کی بنیاد پر نہ بلکہ اسے انتظامی بنیادوں پر تقسیم کیاجائے ۔ 
1,فلمی ستارے تو ان علماے ؑ کرام کی دینی خدمات اور شخصیت سے متاثر ہو کر از خود کھنچے چلے آتے ہیں ۔ 
1,قائد انقلاب ڈاکٹر محمد طاہر القادری نے محاذ بدلا ہے منزل نہیں ۔ 
1,-پنج پیر اجتماع براہ راست دیکھنے کیلے اور تصویری جھلکیوں کیلے فیس بک کاوزٹ کریں ۔ 
1,کیا کسی نے اس بات پر توجه دی که ذی الحج کا مھینه کتنے دن کا تھا پاکستان میں ۔۔۔امید ھے کسی نے تکلیف نھیں کی ھوگی۔۔ 
1,RT شیری مزاری نے پاکستان میں تیل کی کھداٴں ی سے پہلے ناگن ڈانس کیا کریں گی چندے سے انقلاب 
1,وھ تہی دست بھی کیا خوب کہانی گر تھاباتوں باتوں میں مجھے چاند بھی لا دیتا تھا 
1,بریکنگ نیوز ٹویٹر پر زیادہ جلن کے بعد جیالے پٹواریوں کا غیر آئینی قبضہ رایوینڈ اور بلاول ہاؤس میں مٹھائیاں تقسیم 
1,چلو مہاجر چلتے رہو اب دکھہ ہو ں ختم اب پھلتے رہو اب کليم الطافی 
1,ڈاکٹر طاہر القادری کی جانب سے دھرنا اچانک ختم کرنے کا اعلان کیوں کیا گیا ؟ اندرکی کہانی!!تفصیل لنک میں ۔۔۔ 
1,پھر پٹواری پوچھتے ہیں کہ دھرنوں کا عوام کو کیا فائدہ پہنچ رہا ہے 
1,"دہشتگردی میں جاں بحق گریڈ 17 کیلیے 50 لاکھ، گریڈ 18، 19 کو 90 لاکھ روپے امداد ملے گی- وزیر اعظم میاں محمد نواز شریف "
1,"اللہ رب العزت کا ذکر کیجیے اور سکونِ قلب حاصل کیجیے سبحان الله ،الحمد لله ،الله أكبر،لااله الا الله ،لاحول ولاقوة الا بالله "
1,"سیکیورٹی خدشہ،عمران خان کے کنٹینر کے پیچھے 2 کنٹینر رکھ دیئے "
1,تے چاچے قادری نوُں ؟ایویں ای چھڈ دینا اے ؟ 
1,انقلاب میں پھٹے هوئے نوٹ بھی بطور چنده چل جائیں گے ۔۔۔چندے سے انقلاب 
1,چندے سے انقلاب لانے والی سوچ کو سات توپوں کی سلامی ۔۔۔ 
1,"لاہور: دھرنوں اورجلسوں نے قوم میں آگاہی اور شعور پیدا کیا،چودھری پرویز الہٰی"" "
1,"علاقے کی ہر دل عزیز ،معروف شخصیت "
1,"گہرے ہلکے ، ہلکے گہرے چھاے شام کے ساے ۔۔دھیرے دھیرے ، ہولے ہولے دل کی دھڑکن گاے ۔۔پروا سنگ سنگ، گونجے بن بن ،کوئل۔۔۔ "
1,کچھ ایسی بات محرم کا چاند کہتا ہے کہ سال بھر مِرا دِل کربلا میں رہتا ہے ! 
1,پاکستان مسلم لیگ ن روشن پاکستان کا نشان 
1,:منوں ڈیزل تھوڑا پوا دے نچاں میں ساری رات میری ٹنکی فل کرا دے نچاں میں ساری رات 
1,بسم اللہ الرحمن الرحیم السلام علیکم : آج جمعہ مبارک ہے =28 ذوالحج= 143524 اکتوبر = 201410 کاتک = 2071مطیع اللہ راشد 
1,خوبصورت نظم تمہیں یاروں مبارک ہو عمرابن خطاب آیا خدا سے میں نے مانگا تھا دعاؤں کا جواب آیا سیدنا عمر فاروق رضی اللہ تعالی عنہ 
1,سندھ میں پیپلز پارٹی کی شان دار کارکردگی۔۔ کب ہمیں زندہ لوگوں کا احساس ہو گا 
1,"آج آپکو یہ راز بھی بتائے دیتی ھوں ، ڈی-چوک میں ایک انقلابی بابا جن والے بھی موجود تھے ۔۔۔۔اور ہمارا میڈیا لاعلم ہی رہااس ڈرامہ سے ۔ "
1,ویسے مشن تو دونوں کا ایک ہی ہے ۔۔مینوں نوٹ ویکھا میرا موڈ بنے ۔۔کھان قادری۔ 
1,خدمت کے جذبہ کے ساتھمل کر کام کریں گے انشاء اللہ آج بھی همارا هے اور کل بھیهمارا هے انشاء اللہ۔ 
1,"مُجھے کر عطا اے میرے اللہ، توُ بہت بندہ نواز ہے ۔ ۔ ۔میری ہر صبح محتاج ہے تیری رحمتوں کے نزول کی ۔ ۔ ۔دعاء پینڈو "
1,"آفریدی کی زیر قیادت آئی ڈی پیز ،پاک فوج کے درمیان نمائشی میچ جاری ہے "
1,"پاکستان 231 سکور ایک وکٹ کے نقصان پر پاکستان کو 382 رنز کی مجموعی برتری،احمد شہزاد 128 اوریونس خان 67 پر ناٹ آؤٹ "
1,"قومی اسمبلی: دوہری شہریت والوں کو الیکشن لڑنے کی اجازت کا بل پیش، جنوبی پنجاب کو الگ صوبہ بنانے کا مسترد "
1,اپنے آپ کو سزا ملے تب احساس ھوتا ھے اب بھی وقت ھے مبشر اپنے گناھوں کی قوم سے اور الله سے معافی مانگے 
1,"پشاور: پولیو مہم،7 لاکھ سے زائد بچوں کو پولیو قطرے پلائے گئے : پشاور۔۔۔۔۔۔پشاور میں پولیو مہم۔۔۔ "
1,چندہ دو تبدیلی لاؤں چندہ دو تبدیلی لاؤں چندے سے انقلاب 
1,سات سمندر پار میں تیرے پیچھے پیچھے آگیا 
1,"آپ کو نہیں پتا تازہ ترین قرآنی تحقیق سے پتہ چلا ہے کہ اللہ مخلوق نہیں خالق ہے ، اس کا وجود اسے اس کے تخت پر۔۔۔ "
1,لاہور: ایبولا وائرس سے نمٹنے کے لئے پنجاب میں تیاریاں شروع۔ 
1,دو امریکی ڈانسرز کا بلند عمارت سے لٹک کر رقص 
1,بسم اللہ الرحمن الرحیم السلام علیکم:آج بدھ ہے =26 ذوالحج = 143522 اکتوبر = 201408 کاتک = 2071مطیع اللہ راشد 
1,ٹهیک ہے آپ ناچیں 
1,"بعض دفعہ اللہ کی طرف سے کسی شخص کا پیغام، بول یا ٹویٹ آپ کے اندرونی تذبذب کو رفع کر دیتا ہے عین اسوقت جب آپ اس خلجان میں مبتلا ہوتے ہیں ۔ "
1,آقا علیہ السلام کا مکہ میں رہ کر دعوت دینا بھی حکمت عملی تھی اور مدینہ کی طرف ہجرت کر جانا بھی 
1,ان الله مع الصابرین گیدڑ کی 100 سال کی زندگی سے شیر کی 1 دن کی زندگی بہتر ہے 
1,عمران خان ان لوگوں کو سیاست میں لے آئے ہیں جن کیلئے سیاست ایک گالی تھی۔ عمران خان کی پنجاب میں مقبولیت بہت بڑھی۔۔۔ 
1,وزیر اعظم کے استعفیٰ تک دھرنا ختم نہیں کروں گا۔ عمران مزید پڑھیئے ۔۔۔ 
1,"+ آسٹریلیا، انڈیا اور دوسرے ملکوں میں بیٹھ کر۔۔ روز کوئی نہ کوئی شوشہ چھوڑ دیتا ہوں ۔۔ اس ملک کو بہت محنت کی ضرورت ہے ۔۔ "
1,"خواجہ صاحب ! بارش آ گئئ،ساڈے لائق کوئئ ہور حکم؟؟ "
1,جمال و حسنِ قرآں نورِ جانِ ہر مسلماں ہے قمر ہے چاند اوروں کا ہمارا چاند قرآں ہے 
1,سب کچھ راؤ نے ہی بتانا ہے تو اپ صرف چسکا لینے ائے تھے ؟: 
1,نظریہ شخصیات سے بہت بڑا ہو تا ہے ۔ کامیابی انشاالہ قریب ہے ۔ ہمیں بس ایک دوسرے کی ضرورت ہے جو ایک نظریے پر اکھٹے ہوں متحد ہوں اور ہم ہیں ۔ 
1,محترم نواز شریف اور نون لیگ سے ایک سادہ سوال 
1,چل ٹھیک ہے 
1,ایڈا توں مڑیکا دا صدرمیں آپ مصروف ھو نہہ 
1,عشق میں خواب کا ' خیال کِسے !!نہ لگی آنکھ ' جب سے آنکھ لگی نیند آ رہی ہے 
1,جی بلکل کرپش سے انقلاب آتے هین 
1,کامران شفیع کا کہنا تھا کہ پاکستان میں پانچ لاکھ سے زائد افراد آن لائن کام کرکے پاکستان کے زر مبادلہ میں اضافے کا سبب بن رہے ہیں 
1,دوسرے اضلاع سے آنے والے ٹریفک وارڈنز اور افسران اپنے وائرلیس سیٹ اور گاڑیاں بھی ساتھ لائیں گے ۔ 
1,"ﻻﮨﻮﺭ: ﻣﺤﺮﻡ ﺍﻟﺤﺮﺍﻡ ﮐﮯ ﺍﺣﺘﺮﺍﻡ ﻣﯿﮟ ﺩﮬﺮﻧﺎ ﺧﺘﻢ ﮐﯿﺎ ﮔﯿﺎ،ﺟﻠﺴﻮﮞ ﮐﺎ ﺳﻠﺴﻠﮧ ﺟﺎﺭﯼ ﮨﮯ،ﭼﻮﺩﮬﺮﯼ ﭘﺮﻭﯾﺰ ﺍﻟﮩٰﯽ "
1,سر جی۔ یہ عقل و دانش کا سمندر ھم ڈنمارک یا فرانس کو برآمد کر دیتے ہیں ۔وہ بیچارے بھی اس سے مستفید ہو سکے ۔ڈیموکریسی زندہ باد 
1,موبائل پر کراچی کی فری نیوز حاصل کرنے کے لئے میسج میں ٹائپ کریں اور بھیج دیں 40404 پر بغیر کسی چارجز کے 
1,شاباش اچھی تربیت ہے اس طرح کی زبان اپنے گھر بھی استعمال کریں کافی فائدہ ہو گا اگر فائدہ نا ہوا تو افاقہ ضرور ہوگا 
1,حضرت عائشہ نے فرمایا اپنی محفلوں کو عمر کے تذکروں سے آباد کرو کیوں کہ جہاں عمر کا ذکر ہوگا وہاں عدل کا ذکر ہوگا 
1,کپتان نے سیاست میں ڈالی نئی روایت۔۔۔۔!!! 
1,اداکارہ سدرہ نور بھی رشتہ ازدواج میں منسلک ہوگئیں 
1,ڈسکے جاؤ ناچے جاؤ 
1,چلو کوئ نہیں پٹوارہوں سے خود تو کچھ ہوتا نہیں ۔۔۔ ہماری وجہ سے تھوڑی دیر خوش ہونے دو 
1,اجیاکلکم واوا اے اودر تیان مارن لگا واں 
1,میں آپکی بات سے اتفاق کرتا ہوں ۔لیکن میں سب کی رائے لینا اور سننا پسند کرتا ہوں ۔ ایک عادی بھائی ہیں کبھی کام کی بات نئ کی پ؟؟ سنتا 
1,مجیب الرحمن شامی کا پروفیسر غلام اعظم کے لئے نذرانہ 
1,قرب کے نہ وفا کے ہوتے ہیں سارے جھگڑے انا کے ہوتے ہیں بات ہوتی ہے صرف نیت کی وقت سارے دُعا کے ہوتے ہیں بھول۔۔۔ 
1,آئی ڈی پیز کیلئے کھیلا جانیوالا امدادی میچ آفریدی الیون نے جیت لیا 
1,نہ ہی پوچھیں تو اچھا ہے 
1,ٹین ایجر تو بچے ھوتے 
1,فی الحال تو لطیفہ ایک ڈیزل هے ۔ ۔ ۔ باقی سب ہیچ هے آج کل 
1,"اسلام آباد: خورشید شاہ کے بیان پرانھیں وضاحت کا موقع دیا جانا چاہیے ،حافظ طاہر اشرفی "
1,سرجی آئی فون تے نیٹ سلو ای بڑا اے سم تے اک حوالہ کڈ لیا اے لنک سینڈ کرنا واں چیکنگ پا لوو 
1,"کراچی، عاشورہ محرم پر عزادارن کوہرممکن سہولیات فراہم کی جائیں ،رکن قومی اسمبلی محبوب عالم "
1,شہید پاکستان عبد القادر ملا بھی پروفیسر غلام اعظم کے ساتھی تھے ۔ملک کا مشرقی بازو کاٹنے کی بھارتی سازش کا مقابلہ۔۔۔ 
1,سن رھا ھے تو دیکھ رھی ھو ں میں 
1,رسول اللہﷺ کے اخلاق یہ تھے کہا گر کوئی آدمی آپؐ کی طرف منہ کرکے بات کرتاتو آپؐ اس کی طرف متوجہ ہی رہتے یہاں تک کہ فارغ ہوکروہی آدمی چہرہ پھیرلیتا 
1,متوجہ ہونے کے لئے شکریہ یہ میرا ڈایلاگ ہے 
1,"تنہا زندگی جینے کا بھی اپنا ہی مزہ ہے ۔ ۔ ۔ نہ کسی کے آنے کی خوشی ، اور نہ کسی کے جانے کا غم ۔ "
1,دریا کی طرح خاموش نہ تھاجن کو بلا کا چاہتا تھاان ہی کے طعنے بھی سنتا تھادنیا نے اسے کچھ نہ دیا 
0,بہرحال حقیقت پتا ہے مجھے جاری رکھیں :)) 
1,لاہور: ہمارے دور حکومت میں ادویات بھی مفت ملتی تھیں ۔ چودھری پرویز الہی 
1,محمد ﷺ نے فرمایا جسکا مفہوم ہے ۔۔۔۔۔۔اگر میرے بعد کوئی نبی ہوتے تو وہ عمر ہوتے ۔۔۔۔ سیدنا عمر فاروق 
1,چندے سے پیسٹریاں خریدی جائیں گی 
0,تحریک انصاف نے مینار پاکستان پر جلسے کے پیر کی بجائے منگل کو انعقاد کیلئے سکیورٹی کلیئرنس کی درخواست دے دی۔
0,"پاکستان کا ایٹمی پروگرام عالمی معیار کے مطابق، قوم جاننا چاہتی ہے"
1,ہمارا ایٹمی پروگرام عالمی معیار کے مطابق ہے
0,وم جاننا چاہتی ہے آئی ایم ایف نے حکومت سے کیا مطالبہ کیا
1,ہمارا ایٹمی پروگرام نہ صرف محفوظ ہے بلکہ عالمی معیار پر پورا اترتا ہے۔
0,"قوم مجھے 50 سال سے جانتی ہے کہ میں نے کبھی قانون نہیں توڑا, قوم سے پوچھتا ہوں کہ میرا جرم کیا ہے : عمران خان"
1,چیئرمین تحریک انصاف عمران خان نے کہا ہے  کہ  میچ فکسنگ میں میرا نام کبھی نہیں آیا
1,زیراعظم عمران خان کا کہنا ہے کہ کارکن مرنے کیلئے تیار ہو گئے مگر مجھے گرفتاری نہیں دینے دی۔
0, پاکستان کرکٹ ٹیم کے کپتان بابر اعظم ایک اور سکینڈل کی زد میں آ گئے ہیں۔ ڈیلی پاکستان گلوبل کے مطابق ایک خاتون کی طرف سے بابر اعظم کی تصاویر اور ویڈیوز انسٹاگرام پر پوسٹ کرتے ہوئے دعویٰ کیا گیا ہے کہ وہ اور بابر اعظم ایک دوسرے سے محبت کرتے تھے۔
0,انسٹاگرام اکاﺅنٹ پر خاتون خود کو ایشا بابر اعظم کے نام سے متعارف کراتی ہے۔
0,انسٹاگرام اکاﺅنٹ پر خاتون نے  ایسے شخص کی تصاویر شیئر کی ہیں جو بابر اعظم کا ہم شکل ہے 
1,انسٹاگرام اکاﺅنٹ پر خاتون نے  ایسے شخص کی تصاویر شیئر کی ہیں جو بابر اعظم کا ہم شکل ہے اس سکینڈل نے سوشل میڈیا پر تہلکہ مچا دیا ہے اور کرکٹ کے مداح بابر اعظم کے ساتھ اظہار یکجہتی کرتے ہوئے ان کے حق میں ٹرینڈز چلا رہے ہیں۔
1,۔رپورٹ کے مطابق بابر اعظم کے مداحوں کی طرف سے خاتون کے الزامات کو جھوٹ کا پلندہ قرار دیا جا رہا ہے۔
1, لوگوں کی اکثریت کا کہنا ہے کہ ویڈیوز اور تصاویر میں موجود شخص بابر اعظم نہیں بلکہ اس کا کوئی ہم شکل ہے۔
1, مائیکروبلاگنگ ویب سائٹ پر ’ہم بابر اعظم کے ساتھ ہیں‘ (We stand with Babar Azam)کا ٹرینڈ سرفہرست جا رہا ہے۔
0,(ن) لیگ کے مرکزی رہنما کا تحریک انصاف سے رابطہ 
1,"اسلام آباد (ڈیلی پاکستان آن لائن) وزیر اعظم شہباز شریف نے ملکی مسائل کو حل کرنے کے لیے کل جماعتی کانفرنس طلب کرلی ، جس میں شرکت کے لیے تحریک انصاف کے سربراہ عمران خان کو بھی دعوت دی گئی  ہے۔"
0,کل جماعتی کانفرنس 7 فروری کو اسلام آباد میں ہوگی
0,کل جماعتی کانفرنس 7 فروری کو اسلام آباد میں ہوگی جس میں عمران خان کو مدعو کرنے کے لیے وفاقی وزیر سردار ایاز صادق نے تحریک انصاف کے رہنما اسد قیصر اور پرویز خٹک سے رابطہ کیا ۔
0,"حکومت کی جانب سے پیپلزپارٹی ،( ق) لیگ ،ایم کیو ایم ، جے یوآئی اور اے این پی سمیت دیگر سیاسی جماعتوں کو بھی اے پی سی میں شرکت کے لیے باضابطہ دعوت دے دی گئی ہے ۔"
0,آرمی چیف جنرل عاصم منیر کا اہم بیان سامنے آگیا
1,راولپنڈی(ڈیلی پاکستان آن لائن)چیف آف آرمی سٹاف جنرل عاصم منیر نے کہا ہے کہ مختلف ریاستی اداروں کے درمیان ہم آہنگی وقت کی اہم ضرورت ہے۔
1,حکومت کا کم آمدن والوں کیلئے 50 روپے فی لیٹر تک پیٹرولیم ریلیف پیکج کا فیصلہ
1,"ان کا کہنا تھا کہ موٹرسائیکل،  رکشہ اورچھوٹی گاڑیاں کم آمدن عوام کی سواری ہے، پیٹرولیم سبسڈی براہ راست غریب عوام کے ریلیف کا باعث بنے گی۔"
0,گزشتہ دنوں بھی وفاقی حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں اضافہ کیا تھا۔
0,کے پی حکومت کے انفلوئنسرز کو نگران وزیر کا ذاتی فیس بک پیج پروموٹ کرنے کا ٹاسک مل گیا
0,"عمران کی عدالتی حاضری والی فائل گم ہونے کے معاملے میں پیشرفت، نئی ویڈیو سامنے آگئی"
1,عدالت نے زخمی ملزمان کا طبی معائنہ کرانے کا حکم بھی دیا ہے۔
0,"دوران سماعت جج کا کہنا تھا کہ صرف اس لیےکیس سن رہاہوں کہ یہ گرفتار ہیں، پولیس 24 گھنٹے سے زیادہ انہیں اپنے پاس رکھ نہیں سکتی۔"
1,عدالت نے پولیس کو شدید زخمی افراد کا پمز سے میڈیکل کروانےکا حکم بھی دیا۔
0,گزشتہ روز سامنے آنے والی ویڈیو میں بھی فائل گوہر خان کے ہاتھ میں دیکھی گئی تھی۔
0,ویڈیو میں بیرسٹر گوہر خان کو فائل ہاتھ میں تھام کر عمران خان کی گاڑی سے عدالت لے جاتے ہوئے دیکھا جا سکتا ہے۔
0,گزشتہ روز توشہ خانہ کیس کی سماعت کے دوران عمران خان کی عدالتی حاضری والی فائل گم ہونے کی اطلاعات سامنے آئی تھیں تاہم بعد میں فائل وکیل گوہر خان کے ہاتھ میں دیکھی گئی تھی۔
1,ایڈیشنل سیشن جج ظفر اقبال نے توشہ خانہ کیس میں عمران خان کے وارنٹ گرفتاری منسوخ کرتے ہوئے ان پر فرد جرم کی کارروائی بھی مؤخر کر دی ہے اور کیس کی سماعت 30 مارچ تک ملتوی کر دی گئی ہے۔ 
0,عمران خان کی دہشت گردی کی  وجہ سے سہولت کاری دی جا رہی ہے
0,اسلام آباد میں پریس کانفرنس کرتے ہوئے وفاقی وزیراطلاعات مریم اورنگزیب کا کہنا تھا کہ  لاڈلے کو رعایت دےکر قانون کی بالادستی قائم نہیں ہوسکتی
0,فرد جرم رکوانے کے لیے سب حربے استعمال کیےگئے۔
0,گر عمران خان کی جان کو خطرہ تھا تو کل کیا ہوا؟
0,"عمران خان آئی ایم ایف سے جن شرائط کو مان کرگئے تھے ان پر دوبارہ مذاکرات ہو رہے ہیں، حکومت عوام کو ریلیف دینےکی کوشش کر رہی ہے۔"
0,"ملکی صورتحال، وزیراعظم نے اتحادی جماعتوں کا اجلاس کل طلب کر لیا"
0,ذرائع کے مطابق وزیر اعظم ہاؤس کی جانب سے اتحادی جماعتوں کے سربراہوں سے رابطے کیے گئے اور اجلاس سے متعلق دعوت نامے بھی بھجوا دیے گئے۔
0,ذرائع نے بتایا کہ حکومت اور اتحادیوں کا اجلاس کل دوپہر 2 بجے اسلام آباد میں ہوگا
1,ذرائع نے بتایا کہ حکومت اور اتحادیوں کا اجلاس کل دوپہر 2 بجے اسلام آباد میں ہوگا جس میں موجودہ سیاسی صورتحال اور مستقبل کے لائحہ عمل پرغور ہوگا۔
0,مریم نے زمان پارک آپریشن کی ویڈیو شیئرکردی
0,مسلم لیگ ن کی سینیئر نائب صدر  اور چیف آرگنائرز  مریم نواز  نے سوشل میڈیا پر زمان پارک میں پولیس کے آپریشن کی ویڈیو شیئر کردی۔
0,"مریم نواز نے مزیدکہا کہ ثبوت خود بولتا ہے، اس سے پہلےکہ بہت دیر ہوجائے ریاست کو کارروائی کرنی چاہیے"
1,پشاور میں امن وامان برقرار رکھنے کیلئے دفعہ 144 نافذ
1,ضلعی انتظامیہ کی جانب سے جاری اعلامیےکے مطابق دفعہ 144 کے تحت 5 یا اُس سے زائد افرادکے اکٹھے ہونے پر پابندی عائد کی گئی ہے۔
1,"اعلامیے کے مطابق 18مارچ سے 22 مارچ تک  دفعہ 144 کا نفاذ رہےگا، خلاف ورزی کی صورت میں کارروائی عمل میں لائی جائے گی۔"
0,شاہین کی بیٹنگ دیکھ کر وزیراعظم کو کون یاد آگیا؟
1,اکستان سپر لیگ 8 کے فائنل میں ملتان سلطانز کے خلاف آل راؤنڈ پرفارمنس دکھانے والے قلندرز کے کپتان شاہین شاہ آفریدی کے لیے وزیر اعظم پاکستان شہباز شریف نے تعریفی ٹوئٹ کی ہے۔
1,"18 مارچ بروز ہفتے کی شب لاہور کے قذافی اسٹیڈیم میں کرکٹ کے شائقین کو اعصاب شکن مقابلہ دیکھنے کو ملا، جہاں کوئی بھی ٹیم ہار کے لیے تیار نہ تھی، لیکن آخر میں چونکہ فاتح کسی ایک ٹیم کو ہونا تھا، قلندرز نے ایک رن سے کامیابی حاصل کی۔"
1,"پہلے بیٹنگ کرتے ہوئے لاہور کی جانب سے 201 رنز کا ہدف دیا گیا، قلندرز کی اننگز میں کپتان شاہین آفریدی نے محض 15 گیندوں پر دھواں دھار 44 رنز اسکور کیے اور ناٹ آؤٹ رہے، ان کی اننگز میں 5  چھکے اور  2 چوکے شامل تھے۔"
1,شاہین کی اس شاندار بیٹنگ پر ناصرف مداحوں بلکہ شہباز شریف کو بھی شاہد آفریدی کی یاد  آگئی۔
1,انہوں نے ٹوئٹ کی کہ ایک اور آفریدی ایسی پاور ہٹنگ کررہا ہے۔
0,ایرانی وزیر خارجہ نے سعودی ہم منصب سے ملاقات کا عندیہ دے دیا
0,"خبرایجنسی کے مطابق ایرانی وزیرخارجہ حسین امیر عبداللہیان کا کہنا ہے کہ سعودی وزیرخارجہ شہزادہ فیصل بن فرحان سے ملاقات کیلئے تیار ہیں، مجوزہ ملاقات کیلئے تین مقامات زیر غور ہیں۔"
1,حسین امیر عبداللہیان کا کہنا تھا کہ ایران اور سعودی عرب کے درمیان دو طرفہ تعلقات کی بحالی کے بعد دونوں ممالک نے دو ماہ کے اندر اپنے سفارتخانے دوبارہ کھولنے پر اتفاق کر لیا ہے
0, ایرانی وزیر خارجہ کا کہنا تھا کہ کسی بھی ہمسایہ ملک کی جانب سے   سکیورٹی کو خطرات  برداشت نہیں کیا جائے گا۔
0,یمن کے معاملے پر بات کرتے ہوئے ان کا کہنا تھا کہ یمن کی صورتحال ان کا اندرونی معاملہ ہے
